issue_month,Very Low,Low,Medium,High,Very High
2011-06-01,0.05139005701090548,0.1065575454874421,0.1621197348067111,0.2368489196551211,0.3482563314815008
2011-07-01,0.05032085353056979,0.10258572494006017,0.15726482404041922,0.22840203151310723,0.34485429342041396
2011-08-01,0.050168679420226465,0.10139233032096975,0.15779419163688696,0.22998457825384727,0.33855361928529526
2011-09-01,0.06169650925971959,0.1243654819603553,0.18793992292933975,0.2687056495758499,0.3896401312693417
2011-10-01,0.0687780801525239,0.13592910723812632,0.2074162869082557,0.289969579262621,0.4242378138634526
2011-11-01,0.07155817896209357,0.1368743004913923,0.20595788868765263,0.29409364488579115,0.4160805531878709
2011-12-01,0.07588421608146075,0.13830983112263787,0.20773566672556767,0.2970492546264567,0.4165160224299295
2012-01-01,0.06589364539948293,0.12326477934188124,0.18479133840165057,0.267331592124451,0.3873805945299592
2012-02-01,0.06552570386973776,0.11971243691570894,0.1824419888911706,0.26043847836973427,0.3806665869734594
2012-03-01,0.06306372526723639,0.11695510433158111,0.17772550985363889,0.2590404908510532,0.3817305031751851
2012-04-01,0.058211582914163264,0.11138357688963473,0.16893112415778938,0.24459829197277413,0.37206665537168926
2012-05-01,0.05506612627144839,0.10877344571879623,0.1663200209467875,0.2399985951476525,0.3727926870330661
2012-06-01,0.05202434936353959,0.10583125392856442,0.16100994335141927,0.23346786097856784,0.3709488913216191
2012-07-01,0.05377566704877095,0.10481578882705453,0.15973342373891458,0.23267120967583502,0.3619676150566264
2012-08-01,0.051387975897417316,0.10406013240669247,0.1584630677274769,0.23002242876756324,0.3631207156166863
2012-09-01,0.05016003238757927,0.102058429886732,0.15588051168296488,0.22697748092001724,0.36777705823883455
2012-10-01,0.051088424041910434,0.1020848317792057,0.1562127150591897,0.2257722313851798,0.3706658468324567
2012-11-01,0.05165056076162175,0.10220117222371514,0.155429272133817,0.22589689151925496,0.3716824609540789
2012-12-01,0.052046022511747336,0.10164030204386927,0.15589031697055436,0.2267762709779415,0.36919464857196294
2013-01-01,0.052590525469838625,0.10144846650599552,0.15570149094613794,0.228528079738708,0.3687243865535608
2013-02-01,0.05123298588783218,0.1015101820007511,0.15569146587537444,0.2257446093878612,0.36736629362109813
2013-03-01,0.049908192431359244,0.10119052394298023,0.15613074515312497,0.22804988104648094,0.3637254131824888
2013-04-01,0.05222382453551854,0.1013901171187967,0.15655047798014315,0.22714094846367838,0.36876952342658
2013-05-01,0.05130493146690515,0.10172749272843974,0.1563550826759751,0.2268941932161899,0.37440832634089316
2013-06-01,0.05092734784231863,0.1017718409308581,0.15597100738195305,0.2273606209613403,0.3750839203663892
2013-07-01,0.05443299634892365,0.10602850145696105,0.16222457073679808,0.23496161730684922,0.38315911496356353
2013-08-01,0.05357104367378778,0.10432115754341258,0.15974376514698116,0.23296516551215005,0.3796316720110922
2013-09-01,0.05527923284538113,0.10682205833064375,0.16291253121724455,0.2373447557538048,0.3884058161241797
2013-10-01,0.053476226941691574,0.10421202257884495,0.15916439962780854,0.23319355239705952,0.3805886419999499
2013-11-01,0.0533432038182201,0.10267386250583332,0.15789587532251181,0.22992620407259357,0.37777482287764064
2013-12-01,0.05272908572678426,0.10251919157177311,0.15751609077770182,0.22935807904080752,0.37492600994601905
2014-01-01,0.053018494216157716,0.10137723443034981,0.15663118523582847,0.2275913423119837,0.3723287778600031
2014-02-01,0.052300678110499384,0.10257309777110704,0.15623484386207834,0.22923139143248145,0.37401013405621536
2014-03-01,0.055117107052264455,0.10519335059938231,0.16141633903477337,0.2337570317534482,0.38338398916243843
2014-04-01,0.05469035820710798,0.10374803370920131,0.16035763202957126,0.23316568284651135,0.38348824429574985
2014-05-01,0.05172690544419322,0.10494907660369884,0.16071605078542234,0.2332791837706878,0.38958238098995185
2014-06-01,0.05057981301554345,0.10398569457893031,0.15957350439184545,0.231548476805841,0.39065977568600296
2014-07-01,0.051527606401391,0.10410414994464999,0.15971992692646314,0.23210029185634265,0.39055338292616487
2014-08-01,0.04930236091700823,0.10315263843777771,0.15868606990653164,0.23129538129527802,0.3944154787425828
2014-09-01,0.04827222475981808,0.1031426745713057,0.15775681834579072,0.2314859600314921,0.3932673364863724
2014-10-01,0.051308976046950124,0.10391811427745731,0.15976845109696816,0.2322597008580491,0.3973325490769911
2014-11-01,0.05409964617103666,0.10780649703784687,0.16538457147134358,0.2398213548544569,0.40862777659223587
2014-12-01,0.050937202146253614,0.10494925224674215,0.16222625491783968,0.2345048441162398,0.3973972398498829
2015-01-01,0.0512878848276383,0.10255988579382835,0.15845615194168874,0.2308991757335417,0.39867349777861244
2015-02-01,0.05145252371617434,0.10460069695032152,0.16109020734063598,0.23395607019313633,0.40035040877556605
2015-03-01,0.05130720500517739,0.10208433333596231,0.15810705070503725,0.22983260718754628,0.3956045493944971
2015-04-01,0.05097431316018554,0.10204344177816552,0.15806214965177484,0.22956965897817294,0.3969134006051692
2015-05-01,0.04925762319478514,0.10104889036904419,0.1571956870111683,0.2280849257853164,0.39753327651964654
2015-06-01,0.049538358407941754,0.10098971174990073,0.15697656915425806,0.22841913670648142,0.3980484019018487
2015-07-01,0.04917620517631319,0.10123695577125842,0.15711105336144107,0.22820240797732733,0.39807657927366213
2015-08-01,0.04962379464420731,0.100967678815033,0.15632045975209863,0.2281778931429513,0.39824298761774546
2015-09-01,0.05908608333795278,0.12081794297705253,0.18484622039852558,0.26522755446622004,0.44424370081185693
2015-10-01,0.05210380091447388,0.10625347298199708,0.16365663620797163,0.23788479465219736,0.408395032736461
2015-11-01,0.0515984221559189,0.10591788827737715,0.16276130300894018,0.23659038672689534,0.40755901747730916
2015-12-01,0.04983739766351597,0.10348430836793993,0.15889984242229918,0.23181860340944496,0.404899688538303
2016-01-01,0.050694749722550135,0.10538794052930806,0.16206829606092157,0.2358089631901349,0.41255259709172537
2016-02-01,0.05849957373086549,0.11968414117583254,0.182725589021578,0.2622004789255094,0.43671921882220366
2016-03-01,0.04932193067625907,0.10721242493009442,0.16505545878543793,0.23965075750403955,0.4089056982641481
2016-04-01,0.04954538554108347,0.10901397254511508,0.16739103023847043,0.2418438600926218,0.40238893540792614
2016-05-01,0.049633355303112456,0.10364598039226032,0.1588485503932845,0.2311378269843407,0.3973677146467459
2016-06-01,0.05068137762842361,0.10296138273191964,0.15731559659061947,0.22917463558261844,0.40332584091180806
2016-07-01,0.05394590427637926,0.10712615667206726,0.16393824066607166,0.23692313192823722,0.40405180474753616
2016-08-01,0.0536672280749869,0.10214069996218422,0.15592932338638496,0.22789817712149715,0.39681029000358303
2016-09-01,0.0518218679034781,0.10223150571390988,0.15695262476394373,0.2273737268715868,0.39360527158064473
2016-10-01,0.05103538071064387,0.10268217752204867,0.15691553435723127,0.22774701849690238,0.39324979579509
2016-11-01,0.050619525894489495,0.10246572130070637,0.15663101912328667,0.2271198727617753,0.3859697524055528
2016-12-01,0.049675457755435456,0.10262663462047071,0.1565302007498232,0.228019411393141,0.3932874167593411
2017-01-01,0.04904456812615617,0.10285793279937737,0.15639596682908086,0.22755067029628862,0.39067243724948825
2017-02-01,0.04823785870312681,0.10206498687100081,0.15639737277287927,0.22780330194499743,0.3854956347693716
2017-03-01,0.04833483700855297,0.10239828507743648,0.15670607273156517,0.2278629618326484,0.3860278106690181
2017-04-01,0.047626772941054246,0.10250385059976853,0.1566061370347237,0.22729945899254383,0.3873370693181323
2017-05-01,0.048538478981433784,0.10240606086817484,0.15615017093827732,0.22771297497243712,0.38578684685890335
2017-06-01,0.04885120354940093,0.1019319302252038,0.1568744416816131,0.22844723283876553,0.3927152806953931
2017-07-01,0.047873415286671606,0.10223905123137976,0.1564961842653942,0.22828213537400419,0.3973924595361387
2017-08-01,0.04872491785578254,0.10212674652804697,0.15673615409172278,0.22782090044736372,0.3863879570568532
2017-09-01,0.049019437572558014,0.10165273506383593,0.15639067839246118,0.22944787455223092,0.40641872259732853
2017-10-01,0.048761357395618876,0.10141975875466526,0.156965825234814,0.22811696920580848,0.3973958502891961
2017-11-01,0.047892928063327525,0.10186808362464288,0.15646589188279064,0.22744587313967365,0.3950295572088849
2017-12-01,0.04703858809587786,0.10189773035365184,0.15644523435841462,0.22737959563910723,0.39164720315043244
2018-01-01,0.0464105305484482,0.10089777359381528,0.15602349226282494,0.22735372650548447,0.38731198194013505
2018-02-01,0.04568023934202838,0.10173811622989651,0.15672645612919636,0.22652113772673704,0.3919053208919532
2018-03-01,0.047273667111206896,0.10470830926486542,0.16128301970890374,0.23387881596414342,0.3955801650769042
2018-04-01,0.04953699914118752,0.11033704353707104,0.16883639219069502,0.24357525960199342,0.413168537767411
2018-05-01,0.049804533691098656,0.10980216940700664,0.16839960890826294,0.2445285620712789,0.41415347897334337
2018-06-01,0.04770376345120614,0.10499644939084028,0.16099727571959105,0.23307101577725098,0.3971469265282852
2018-07-01,0.04869930002537919,0.10261386575379203,0.15938047498866834,0.2296721444203896,0.391557875870555
2018-08-01,0.04903145333646779,0.10421623923752865,0.15982289215350529,0.2331088043548915,0.38954031939614725
2018-09-01,0.04780777088784288,0.10264567427355069,0.15785843659430465,0.22953033865680475,0.38871183325493375
2018-10-01,0.04846409448115771,0.10177490604221995,0.156988236809015,0.2282642287028026,0.38537946920299465
2018-11-01,0.06086359411414793,0.12604239602209943,0.18979382820497961,0.27196734810281137,0.4299608445023942
2018-12-01,0.05860995607452448,0.11793581335173599,0.17850689917866838,0.25297919092591575,0.40799777375401725
