issue_d,target,baseline_pd,macro_conditioned_pd,macro_stress_score,environmental_confidence,dominant_field
2018-02-01,0,0.2574226030334411,0.2574226030334411,0.0365,0.902725,NONE
2018-02-01,0,0.12235280452534493,0.12235280452534493,0.0365,0.902725,NONE
2018-05-01,0,0.19418762696400585,0.2084116829172489,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-08-01,0,0.5118135422190008,0.5189316863832636,0.107,0.79355,TRAJECTORY_DEGRADATION
2018-05-01,0,0.0461124565337969,0.050165383461909914,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-03-01,0,0.24906979856487263,0.2561493630938883,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-06-01,1,0.27315362095926926,0.2794521399300399,0.109,0.79285,TRAJECTORY_DEGRADATION
2018-06-01,0,0.21793195929355041,0.22334842252200038,0.109,0.79285,TRAJECTORY_DEGRADATION
2018-04-01,0,0.47984721398622604,0.5013987866910041,0.1455,0.825575,MIXED
2018-03-01,0,0.2219045108097022,0.2284468299622894,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-03-01,0,0.08707235479908698,0.09009978259798829,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-07-01,0,0.046864440308671235,0.04774320657630266,0.101,0.79565,TRAJECTORY_DEGRADATION
2018-07-01,0,0.033415662282543834,0.03405125661837654,0.101,0.79565,TRAJECTORY_DEGRADATION
2018-01-01,0,0.08721724242137784,0.08721724242137784,0.039,0.89535,NONE
2018-08-01,0,0.1034690273961327,0.10614281408621985,0.107,0.79355,TRAJECTORY_DEGRADATION
2018-06-01,1,0.17924692325236954,0.1839280329282885,0.109,0.79285,TRAJECTORY_DEGRADATION
2018-08-01,0,0.2702988952946829,0.2759568177852305,0.107,0.79355,TRAJECTORY_DEGRADATION
2018-01-01,0,0.06987199023500473,0.06987199023500473,0.039,0.89535,NONE
2018-03-01,0,0.06055544907275858,0.0627242532661679,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-02-01,0,0.3902676435469562,0.3902676435469562,0.0365,0.902725,NONE
2018-07-01,0,0.08261939074685466,0.08410944277506535,0.101,0.79565,TRAJECTORY_DEGRADATION
2018-05-01,1,0.15249085218414424,0.16428333830574712,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-03-01,0,0.3601998605216028,0.3688864792640872,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-03-01,0,0.17449296932001537,0.17996076529051563,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-07-01,0,0.11284323886722318,0.11481016397864045,0.101,0.79565,TRAJECTORY_DEGRADATION
2018-05-01,0,0.01501752936657668,0.01638439687718943,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-03-01,0,0.11334740169365927,0.11717113706414198,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-08-01,0,0.2188997005864485,0.22381172481309736,0.107,0.79355,TRAJECTORY_DEGRADATION
2018-02-01,0,0.32350972283942275,0.32350972283942275,0.0365,0.902725,NONE
2018-01-01,1,0.547962799659173,0.547962799659173,0.039,0.89535,NONE
2018-03-01,0,0.1830182884577058,0.18869216517969067,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-04-01,0,0.02449552271373962,0.026643261254599697,0.1455,0.825575,MIXED
2018-01-01,0,0.13972836039441178,0.13972836039441178,0.039,0.89535,NONE
2018-08-01,0,0.1744165730128004,0.17855859683524655,0.107,0.79355,TRAJECTORY_DEGRADATION
2018-10-01,0,0.11440269077254799,0.11440269077254799,0.0805,0.809325,NONE
2018-02-01,0,0.016977395459837435,0.016977395459837435,0.0365,0.902725,NONE
2018-03-01,0,0.09964391560668927,0.10305910150432322,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-01-01,0,0.28967069975370185,0.28967069975370185,0.039,0.89535,NONE
2018-07-01,0,0.25520302193054,0.2589271326899936,0.101,0.79565,TRAJECTORY_DEGRADATION
2018-04-01,0,0.06999325051143378,0.07582012054210956,0.1455,0.825575,MIXED
2018-09-01,0,0.11769813902568074,0.11910730179478854,0.097,0.79705,TRAJECTORY_DEGRADATION
2018-03-01,1,0.29330621889115754,0.30113892548964377,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-01-01,0,0.15712661843966247,0.1571266184396625,0.039,0.89535,NONE
2018-01-01,0,0.1895768903268805,0.1895768903268805,0.039,0.89535,NONE
2018-09-01,0,0.027831396756242122,0.02819900132277988,0.097,0.79705,TRAJECTORY_DEGRADATION
2018-04-01,0,0.06862096623445836,0.0743427271385674,0.1455,0.825575,MIXED
2018-04-01,0,0.23117646836722017,0.24685993398461475,0.1455,0.825575,MIXED
2018-01-01,0,0.2477777234064404,0.2477777234064404,0.039,0.89535,NONE
2018-10-01,0,0.06583398270263428,0.06583398270263428,0.0805,0.809325,NONE
2018-02-01,0,0.04625917181091538,0.04625917181091538,0.0365,0.902725,NONE
2018-06-01,0,0.3452710329634277,0.3524261720348252,0.109,0.79285,TRAJECTORY_DEGRADATION
2018-01-01,0,0.24416834601867057,0.24416834601867057,0.039,0.89535,NONE
2018-04-01,1,0.3676904284846428,0.3879618171733315,0.1455,0.825575,MIXED
2018-08-01,0,0.3313257016417864,0.33766991620345227,0.107,0.79355,TRAJECTORY_DEGRADATION
2018-05-01,0,0.06670184875595166,0.07242702001095509,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-01-01,0,0.0861524333837638,0.0861524333837638,0.039,0.89535,NONE
2018-04-01,1,0.3169392856498144,0.33589904576726115,0.1455,0.825575,MIXED
2018-01-01,0,0.05851423834721643,0.05851423834721643,0.039,0.89535,NONE
2018-04-01,0,0.2620269511122029,0.2790437372791209,0.1455,0.825575,MIXED
2018-01-01,0,0.13468578859875663,0.13468578859875666,0.039,0.89535,NONE
2018-05-01,1,0.1608777191759206,0.1731862470630095,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-02-01,0,0.2722469612371736,0.2722469612371736,0.0365,0.902725,NONE
2018-04-01,0,0.14611043522061742,0.15720287145754483,0.1455,0.825575,MIXED
2018-01-01,0,0.041135200781456494,0.041135200781456494,0.039,0.89535,NONE
2018-05-01,1,0.38714989151026896,0.4083456859490837,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-08-01,0,0.02915148840967888,0.029969001284854593,0.107,0.79355,TRAJECTORY_DEGRADATION
2018-01-01,0,0.17578245185095423,0.17578245185095423,0.039,0.89535,NONE
2018-09-01,0,0.4288489227144368,0.4321587082037798,0.097,0.79705,TRAJECTORY_DEGRADATION
2018-03-01,0,0.06132112796150255,0.06351550102674035,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-03-01,0,0.21461502078214834,0.22100346893265757,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-08-01,0,0.0654778070249777,0.06724348163808386,0.107,0.79355,TRAJECTORY_DEGRADATION
2018-11-01,0,0.042301299972346725,0.05297700610398337,0.2455,0.732075,MIXED
2018-04-01,0,0.2595878198063666,0.27650555303266067,0.1455,0.825575,MIXED
2018-04-01,1,0.07959400055092417,0.08614608924455379,0.1455,0.825575,MIXED
2018-12-01,0,0.19290764747290753,0.21926126856596434,0.1955,0.7170749999999999,TRANSITIONAL
2018-06-01,0,0.25197655515960976,0.25796006568992413,0.109,0.79285,TRAJECTORY_DEGRADATION
2018-04-01,0,0.09945854425926057,0.10745495147937772,0.1455,0.825575,MIXED
2018-07-01,0,0.2339888343986482,0.23750208925659735,0.101,0.79565,TRAJECTORY_DEGRADATION
2018-04-01,0,0.0901918521144258,0.09752390638712989,0.1455,0.825575,MIXED
2018-04-01,0,0.16392678828853924,0.1760928733562367,0.1455,0.825575,MIXED
2018-05-01,1,0.2292907519187333,0.2453033384233361,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-05-01,0,0.04304645613628089,0.046843138835643054,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-03-01,1,0.3815151005719895,0.3904020955258336,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-04-01,0,0.15463696821784434,0.1662506914584054,0.1455,0.825575,MIXED
2018-01-01,0,0.08090289111043399,0.08090289111043399,0.039,0.89535,NONE
2018-02-01,0,0.04327202066601011,0.04327202066601011,0.0365,0.902725,NONE
2018-05-01,0,0.13469774332662188,0.14535023053003265,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-01-01,0,0.03119072896734571,0.03119072896734571,0.039,0.89535,NONE
2018-01-01,0,0.11629544342508277,0.11629544342508277,0.039,0.89535,NONE
2018-04-01,0,0.2189450900434913,0.2340513694661311,0.1455,0.825575,MIXED
2018-11-01,0,0.024929021399079942,0.03136401621879864,0.2455,0.732075,MIXED
2018-05-01,1,0.05668018969570935,0.061601955118834546,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-02-01,0,0.24459650927336674,0.24459650927336674,0.0365,0.902725,NONE
2018-02-01,0,0.1029795408524221,0.1029795408524221,0.0365,0.902725,NONE
2018-05-01,0,0.04038327324852484,0.043955853440641734,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-04-01,0,0.07000820980928966,0.0758362236367176,0.1455,0.825575,MIXED
2018-06-01,0,0.2057184160781644,0.21091318942043671,0.109,0.79285,TRAJECTORY_DEGRADATION
2018-02-01,1,0.22337495343539648,0.22337495343539648,0.0365,0.902725,NONE
2018-08-01,0,0.2918177742254819,0.29774233938787004,0.107,0.79355,TRAJECTORY_DEGRADATION
2018-04-01,0,0.198817913630613,0.21291405761389282,0.1455,0.825575,MIXED
2018-06-01,0,0.095060472154996,0.0978050087493311,0.109,0.79285,TRAJECTORY_DEGRADATION
2018-03-01,0,0.24617555511702485,0.2532005922900468,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-09-01,0,0.24944285593053828,0.25197888065981405,0.097,0.79705,TRAJECTORY_DEGRADATION
2018-06-01,0,0.02700828152187937,0.027848514152086824,0.109,0.79285,TRAJECTORY_DEGRADATION
2018-02-01,0,0.28480739145423484,0.28480739145423484,0.0365,0.902725,NONE
2018-04-01,1,0.22695229774043402,0.24243955574394116,0.1455,0.825575,MIXED
2018-06-01,0,0.0546536158447734,0.056304131320428566,0.109,0.79285,TRAJECTORY_DEGRADATION
2018-02-01,0,0.11908063606960574,0.11908063606960574,0.0365,0.902725,NONE
2018-04-01,1,0.15801375781018673,0.1698301398170344,0.1455,0.825575,MIXED
2018-07-01,0,0.35108418981900863,0.3555395559813152,0.101,0.79565,TRAJECTORY_DEGRADATION
2018-10-01,0,0.22404305052083037,0.22404305052083037,0.0805,0.809325,NONE
2018-03-01,0,0.24839049909650227,0.25545732369485075,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-06-01,0,0.12890243032098628,0.1324809940104876,0.109,0.79285,TRAJECTORY_DEGRADATION
2018-09-01,0,0.257740934257379,0.2603320615381398,0.097,0.79705,TRAJECTORY_DEGRADATION
2018-02-01,0,0.035138086903657884,0.035138086903657884,0.0365,0.902725,NONE
2018-04-01,1,0.24823183811320107,0.26467404239265097,0.1455,0.825575,MIXED
2018-01-01,0,0.04002630779701537,0.04002630779701537,0.039,0.89535,NONE
2018-05-01,0,0.15959426802870663,0.17182470799696856,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-01-01,0,0.06016909415232571,0.06016909415232571,0.039,0.89535,NONE
2018-03-01,0,0.02469064131354253,0.02560995757752774,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-01-01,0,0.23592576457208694,0.23592576457208694,0.039,0.89535,NONE
2018-02-01,0,0.14366912487310912,0.14366912487310912,0.0365,0.902725,NONE
2018-06-01,0,0.15062779377588517,0.1547023790274304,0.109,0.79285,TRAJECTORY_DEGRADATION
2018-05-01,0,0.17097984405589695,0.18389189202362283,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-08-01,0,0.07170344473526931,0.07362377389141024,0.107,0.79355,TRAJECTORY_DEGRADATION
2018-01-01,0,0.33941042921760284,0.3394104292176028,0.039,0.89535,NONE
2018-01-01,0,0.13813492956920634,0.13813492956920634,0.039,0.89535,NONE
2018-02-01,0,0.13618867590584902,0.13618867590584902,0.0365,0.902725,NONE
2018-05-01,0,0.48527358152915,0.5073937820627517,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-10-01,1,0.17945440395049106,0.17945440395049106,0.0805,0.809325,NONE
2018-02-01,0,0.08431995388088126,0.08431995388088126,0.0365,0.902725,NONE
2018-05-01,0,0.3203463380535339,0.33991329419360045,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-06-01,0,0.07033015203775528,0.07241782562871545,0.109,0.79285,TRAJECTORY_DEGRADATION
2018-10-01,0,0.023095654875256694,0.023095654875256694,0.0805,0.809325,NONE
2018-02-01,0,0.25925235963886584,0.25925235963886584,0.0365,0.902725,NONE
2018-08-01,0,0.32072963315444697,0.3269701657812277,0.107,0.79355,TRAJECTORY_DEGRADATION
2018-02-01,0,0.02304758057127397,0.02304758057127397,0.0365,0.902725,NONE
2018-03-01,0,0.19330298924855163,0.19921796038773648,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-08-01,0,0.0673618367103336,0.06917455543611047,0.107,0.79355,TRAJECTORY_DEGRADATION
2018-11-01,0,0.2497079482644615,0.2965208911364155,0.2455,0.732075,MIXED
2018-06-01,0,0.13791700145658403,0.14170511491193577,0.109,0.79285,TRAJECTORY_DEGRADATION
2018-03-01,0,0.2238613077689814,0.2304442322055254,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-09-01,0,0.09586077285717144,0.0970372386942111,0.097,0.79705,TRAJECTORY_DEGRADATION
2018-01-01,0,0.20234899766368344,0.20234899766368344,0.039,0.89535,NONE
2018-11-01,0,0.35461444736545045,0.4103383683498079,0.2455,0.732075,MIXED
2018-01-01,0,0.026774526267610343,0.026774526267610343,0.039,0.89535,NONE
2018-10-01,0,0.21661322941412675,0.21661322941412675,0.0805,0.809325,NONE
2018-05-01,1,0.08280381412788146,0.08977810635771315,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-05-01,0,0.10938484188821168,0.11830917935215665,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-02-01,0,0.14826172136409208,0.14826172136409208,0.0365,0.902725,NONE
2018-01-01,0,0.12566335683995128,0.12566335683995128,0.039,0.89535,NONE
2018-10-01,0,0.2040313135257948,0.2040313135257948,0.0805,0.809325,NONE
2018-03-01,1,0.0591987208066045,0.061322105336250064,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-03-01,0,0.13823319784182986,0.14276127555961382,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-01-01,0,0.14043801434641115,0.14043801434641115,0.039,0.89535,NONE
2018-04-01,0,0.31912816038991004,0.33815403854652265,0.1455,0.825575,MIXED
2018-02-01,0,0.19253718691984684,0.19253718691984684,0.0365,0.902725,NONE
2018-04-01,0,0.037099721880605716,0.04030691917469932,0.1455,0.825575,MIXED
2018-02-01,1,0.3249461560892373,0.3249461560892373,0.0365,0.902725,NONE
2018-01-01,0,0.10554266197995903,0.10554266197995903,0.039,0.89535,NONE
2018-08-01,0,0.10195345839432005,0.10459264969956913,0.107,0.79355,TRAJECTORY_DEGRADATION
2018-05-01,0,0.22957092693562683,0.2455968445426085,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-04-01,0,0.021047266386808993,0.022899763225693714,0.1455,0.825575,MIXED
2018-06-01,0,0.058174896369390425,0.059925012079073615,0.109,0.79285,TRAJECTORY_DEGRADATION
2018-03-01,0,0.10144901640774315,0.10491886066943822,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-05-01,1,0.29809779291462657,0.3169395086928617,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-12-01,0,0.040190273677494,0.046892942735780985,0.1955,0.7170749999999999,TRANSITIONAL
2018-01-01,0,0.09764811833951795,0.09764811833951795,0.039,0.89535,NONE
2018-03-01,0,0.5587650409375324,0.5679891331074265,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-08-01,0,0.04998618144527725,0.05135706634208672,0.107,0.79355,TRAJECTORY_DEGRADATION
2018-02-01,0,0.24182401178956345,0.24182401178956345,0.0365,0.902725,NONE
2018-02-01,0,0.017925562362808737,0.017925562362808737,0.0365,0.902725,NONE
2018-06-01,0,0.5047936993662941,0.5126661358190815,0.109,0.79285,TRAJECTORY_DEGRADATION
2018-07-01,0,0.06035016795080188,0.06146550104202275,0.101,0.79565,TRAJECTORY_DEGRADATION
2018-01-01,0,0.21990829173009,0.21990829173009,0.039,0.89535,NONE
2018-10-01,0,0.21139221022861424,0.21139221022861424,0.0805,0.809325,NONE
2018-10-01,0,0.24969172585796415,0.24969172585796415,0.0805,0.809325,NONE
2018-02-01,0,0.02827561487730764,0.02827561487730764,0.0365,0.902725,NONE
2018-07-01,0,0.4073562125005709,0.4120722167872988,0.101,0.79565,TRAJECTORY_DEGRADATION
2018-05-01,0,0.24698230302742522,0.26380748443483126,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-07-01,1,0.4028037939460013,0.4075033336920427,0.101,0.79565,TRAJECTORY_DEGRADATION
2018-04-01,0,0.15455375444221683,0.16616245647530284,0.1455,0.825575,MIXED
2018-07-01,0,0.06922367946535568,0.07049070183238766,0.101,0.79565,TRAJECTORY_DEGRADATION
2018-07-01,0,0.2567649611746478,0.26050389272143304,0.101,0.79565,TRAJECTORY_DEGRADATION
2018-01-01,0,0.19279086109938637,0.19279086109938637,0.039,0.89535,NONE
2018-01-01,0,0.10402244249690576,0.10402244249690576,0.039,0.89535,NONE
2018-01-01,0,0.11841350868185027,0.11841350868185027,0.039,0.89535,NONE
2018-02-01,1,0.07843560195442248,0.07843560195442248,0.0365,0.902725,NONE
2018-05-01,1,0.055179302438503816,0.05997902650870841,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-11-01,0,0.3286865991855694,0.38275253054189406,0.2455,0.732075,MIXED
2018-05-01,0,0.29719239394155306,0.3160026467755184,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-03-01,1,0.1882607492690219,0.19405854637355782,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-06-01,0,0.02075885632031563,0.021408946059481695,0.109,0.79285,TRAJECTORY_DEGRADATION
2018-10-01,0,0.09708921255832657,0.09708921255832657,0.0805,0.809325,NONE
2018-11-01,0,0.31885980141596554,0.37220552759755293,0.2455,0.732075,MIXED
2018-01-01,0,0.21026675446473833,0.21026675446473833,0.039,0.89535,NONE
2018-04-01,1,0.03467807151233618,0.03768411495009318,0.1455,0.825575,MIXED
2018-03-01,0,0.29905671605784506,0.3069762822659232,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-04-01,0,0.31553198276447547,0.3344487766480122,0.1455,0.825575,MIXED
2018-01-01,0,0.0644862481124057,0.0644862481124057,0.039,0.89535,NONE
2018-04-01,0,0.2583253484419307,0.2751913847133319,0.1455,0.825575,MIXED
2018-01-01,0,0.3589918704589515,0.3589918704589515,0.039,0.89535,NONE
2018-07-01,0,0.11715636065082889,0.11918836567826799,0.101,0.79565,TRAJECTORY_DEGRADATION
2018-11-01,0,0.028406222813440046,0.0357059286378806,0.2455,0.732075,MIXED
2018-10-01,1,0.2736415774692829,0.27364157746928286,0.0805,0.809325,NONE
2018-01-01,0,0.30164360887849895,0.30164360887849895,0.039,0.89535,NONE
2018-04-01,0,0.10059904332136209,0.10867608030395948,0.1455,0.825575,MIXED
2018-02-01,0,0.049186342199899466,0.049186342199899466,0.0365,0.902725,NONE
2018-04-01,0,0.27036816984583806,0.2877154637449869,0.1455,0.825575,MIXED
2018-06-01,1,0.17822732844076425,0.18288774427113635,0.109,0.79285,TRAJECTORY_DEGRADATION
2018-10-01,0,0.176652697328822,0.17665269732882202,0.0805,0.809325,NONE
2018-02-01,0,0.16510417087747897,0.165104170877479,0.0365,0.902725,NONE
2018-10-01,0,0.15630812971691155,0.15630812971691155,0.0805,0.809325,NONE
2018-04-01,0,0.5199481721609909,0.5414260843692175,0.1455,0.825575,MIXED
2018-06-01,0,0.215549074539996,0.2209230436845685,0.109,0.79285,TRAJECTORY_DEGRADATION
2018-02-01,0,0.4733250613742277,0.4733250613742277,0.0365,0.902725,NONE
2018-11-01,0,0.14945759317007398,0.1820363393938391,0.2455,0.732075,MIXED
2018-04-01,0,0.12754088420787313,0.13745048407010194,0.1455,0.825575,MIXED
2018-01-01,0,0.08177749047862612,0.08177749047862612,0.039,0.89535,NONE
2018-01-01,0,0.05068071587864822,0.05068071587864822,0.039,0.89535,NONE
2018-08-01,0,0.07324521738331348,0.07520349250986727,0.107,0.79355,TRAJECTORY_DEGRADATION
2018-06-01,0,0.08592137494712511,0.0884278357674973,0.109,0.79285,TRAJECTORY_DEGRADATION
2018-03-01,0,0.13413195629885624,0.1385472890296841,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-05-01,0,0.18602160063446838,0.19979581123841972,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-10-01,0,0.2148043195247646,0.2148043195247646,0.0805,0.809325,NONE
2018-06-01,0,0.12093713631487542,0.1243261296796182,0.109,0.79285,TRAJECTORY_DEGRADATION
2018-03-01,0,0.25975621637465285,0.2670315177083392,0.113,0.84345,TRAJECTORY_DEGRADATION
2018-07-01,0,0.044544743194722125,0.04538208332189128,0.101,0.79565,TRAJECTORY_DEGRADATION
2018-04-01,0,0.17579848306199988,0.18864684353408318,0.1455,0.825575,MIXED
2018-05-01,0,0.016823922611634817,0.018352141302848155,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-08-01,1,0.05657617010123575,0.0581167310384319,0.107,0.79355,TRAJECTORY_DEGRADATION
2018-05-01,0,0.22305392029000912,0.23876588961847417,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-10-01,0,0.2943619551091997,0.2943619551091997,0.0805,0.809325,NONE
2018-05-01,0,0.07213351887861082,0.07828579643797492,0.147,0.78605,TRAJECTORY_DEGRADATION
2018-07-01,0,0.061301330561452094,0.06243307415042415,0.101,0.79565,TRAJECTORY_DEGRADATION
